Omega,Implementation,Time
1,CUTLASS,0.5867796184738954
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.5685141050583655
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5730432651060177
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5641240347490345
1,CUTLASS,0.5797941468253967
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5663105620155037
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5641240347490345
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5775738109944407
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5797941468253967
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5752996185554322
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5619543269230767
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5641240347490345
1,CUTLASS,0.5729730392156861
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5663105620155037
1,CUTLASS,0.5775738109944407
1,CUTLASS,0.5663791641429434
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5619543269230767
1,CUTLASS,0.5663105620155037
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5775738109944407
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5663105620155037
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5663105620155037
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.5663105620155037
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5513514150943394
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5730432651060177
1,CUTLASS,0.577502470355731
1,CUTLASS,0.5707348632812498
1,CUTLASS,0.5708045415700156
1,CUTLASS,0.5752288385826769
1,CUTLASS,0.543152881040892
1,cuBLAS,1.1504576771653539
1,cuBLAS,0.9487540584415581
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.92473496835443
1,cuBLAS,0.9939328231292515
1,cuBLAS,1.0007405821917805
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.92473496835443
1,cuBLAS,0.9805914429530198
1,cuBLAS,1.014639756944444
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0362278368794324
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.014639756944444
1,cuBLAS,0.9805914429530198
1,cuBLAS,0.9612376644736839
1,cuBLAS,0.961435327986839
1,cuBLAS,1.0217351398601395
1,cuBLAS,0.8963688650306745
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9872170608108105
1,cuBLAS,1.0007405821917805
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9805914429530198
1,cuBLAS,0.9549550653594768
1,cuBLAS,1.0217351398601395
1,cuBLAS,1.0362278368794324
1,cuBLAS,0.9805914429530198
1,cuBLAS,0.9740541666666663
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9549550653594768
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9939328231292515
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.014639756944444
1,cuBLAS,0.9676034768211917
1,cuBLAS,0.9872170608108105
1,cuBLAS,1.0148599956587798
1,cuBLAS,0.9939328231292515
1,cuBLAS,0.9939328231292515
1,cuBLAS,0.9939328231292515
1,cuBLAS,0.9872170608108105
1,cuBLAS,0.9487540584415581
1,cuBLAS,0.9075038819875773
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9676034768211917
1,cuBLAS,1.0217351398601395
1,cuBLAS,1.0007405821917805
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0217351398601395
1,cuBLAS,0.9678037673359549
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0219584699453548
1,cuBLAS,0.9872170608108105
1,cuBLAS,0.961435327986839
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0362278368794324
1,cuBLAS,0.9939328231292515
1,cuBLAS,1.0217351398601395
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.014639756944444
1,cuBLAS,0.9426330645161287
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9872170608108105
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9740541666666663
1,cuBLAS,1.0362278368794324
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0362278368794324
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9131757812499997
1,cuBLAS,1.014639756944444
1,cuBLAS,0.9551501532175687
1,cuBLAS,1.00764224137931
1,cuBLAS,1.0007405821917805
1,cuBLAS,1.00764224137931
1,cuBLAS,1.0362278368794324
1,cuBLAS,0.9426330645161287
1,cuBLAS,1.0217351398601395
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0362278368794324
1,cuBLAS,0.9549550653594768
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.0217351398601395
1,cuBLAS,0.9306249999999997
1,cuBLAS,0.9612376644736839
1,cuBLAS,1.0289304577464786
1,cuBLAS,1.00764224137931
1,cuBLAS,1.0362278368794324
1,cuBLAS,1.00764224137931
1,cuBLAS,1.0217351398601395
1,cuBLAS,1.0289304577464786
1,cuBLAS,0.9612376644736839
1,cuBLAS,0.9939328231292515
1,cuCOSMA,1.3045368303571423
1,cuCOSMA,1.1504576771653539
1,cuCOSMA,1.1976075819672127
