Omega,Implementation,Time
2.0,CUTLASS,6.889763779527559e-06
2.0,CUTLASS,6.862745098039215e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.8359375e-06
2.0,CUTLASS,6.679389312977099e-06
2.0,CUTLASS,6.730769230769231e-06
2.0,CUTLASS,6.972979703648362e-06
2.0,CUTLASS,6.889763779527559e-06
2.0,CUTLASS,6.809338521400778e-06
2.0,CUTLASS,6.91699604743083e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.862745098039215e-06
2.0,CUTLASS,6.782945736434108e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.9453057174748845e-06
2.0,CUTLASS,6.97211155378486e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.862745098039215e-06
2.0,CUTLASS,6.809338521400778e-06
2.0,CUTLASS,6.890611541774332e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.91699604743083e-06
2.0,CUTLASS,6.944444444444445e-06
2.0,CUTLASS,6.4575645756457565e-06
2.0,32x32_sliced1x4,8.373205741626793e-06
2.0,32x32_sliced1x4,7.954545454545455e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.028112449799197e-06
2.0,32x32_sliced1x4,7.777777777777777e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.954545454545455e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.919671899307029e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.882882882882883e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.954545454545455e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.882882882882883e-06
2.0,32x32_sliced1x4,7.3839662447257386e-06
2.0,32x32_sliced1x4,7.955675522091206e-06
2.0,32x32_sliced1x4,7.918552036199094e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.777777777777777e-06
2.0,32x32_sliced1x4,7.847533632286996e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.8125e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,7.543103448275862e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.992007992007993e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.882882882882883e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.954545454545455e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.676490747087047e-06
2.0,32x32_sliced1x4,7.847533632286996e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.882882882882883e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.954545454545455e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.13953488372093e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.709251101321587e-06
2.0,32x32_sliced1x4,7.882882882882883e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.954545454545455e-06
2.0,32x32_sliced1x4,7.641921397379913e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,7.608695652173913e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.641921397379913e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.027522935779817e-06
2.0,32x32_sliced1x4,7.847533632286996e-06
2.0,32x32_sliced1x4,7.990867579908676e-06
2.0,32x32_sliced1x4,7.478632478632479e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.064516129032258e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,32x32_sliced1x4,8.101851851851852e-06
2.0,cuCOSMA,1.5217391304347826e-05
2.0,cuCOSMA,1.09375e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.3257575757575758e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.2681159420289855e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3059701492537313e-05
2.0,cuCOSMA,1.3059701492537313e-05
2.0,cuCOSMA,1.3671875e-05
2.0,cuCOSMA,1.3892334408335402e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.286764705882353e-05
2.0,cuCOSMA,1.3059701492537313e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3671875e-05
2.0,cuCOSMA,1.3059701492537313e-05
2.0,cuCOSMA,1.3461538461538462e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3160987074030552e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3059701492537313e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3565891472868217e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3257575757575758e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3257575757575758e-05
2.0,cuCOSMA,1.3565891472868217e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3157894736842106e-05
2.0,cuCOSMA,1.2152777777777777e-05
2.0,cuCOSMA,1.3062747842313972e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.2411347517730496e-05
